"symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"JBSS","John B. Sanfilippo & Son, Inc.","52.94","$589.91M","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JBT","John Bean Technologies Corporation","41.75","$1.22B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","26.42","$489.52M","1994","n/a","n/a","http://www.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","15.11","$207.5M","2011","n/a","n/a","http://www.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","13.95","$163.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","15.24","$133.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","19.62","$416.36M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","19.93","$517.85M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","17.21","$542.32M","2003","n/a","n/a","http://www.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","13.43","$671.61M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","20.89","$788.28M","2004","n/a","n/a","http://www.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","9.78","$96.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","99.94","$276.74B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls, Inc.","45","$29.43B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/jci",
"JOUT","Johnson Outdoors Inc.","22.28","$222.96M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"JONE","Jones Energy, Inc.","4.84","$299.07M","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jone",
"JLL","Jones Lang LaSalle Incorporated","151.88","$6.83B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/jll",
"JMG","Journal Media Group, Inc.","12.18","$297.28M","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/jmg",
"JOY","Joy Global Inc.","17.04","$1.66B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/joy",
"JPEP","JP Energy Partners LP","7.43","$272.06M","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/jpep",
"JFC","JPMorgan China Region Fund, Inc.","16","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/jfc",
"JMEI","Jumei International Holding Limited","10.19","$1.48B","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jmei",
"JNPR","Juniper Networks, Inc.","30.88","$11.87B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/jnpr",
"JNP","Juniper Pharmaceuticals, Inc.","11.99","$129.36M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp",
"JUNO","Juno Therapeutics, Inc.","49.98","$5.03B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno",
"JP","Jupai Holdings Limited","9.02","$264.29M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jp",
"JE","Just Energy Group, Inc.","7.33","$1.08B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/je",
"LRN","K12 Inc","12.18","$466.55M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lrn",
"KTWO","K2M Group Holdings, Inc.","17.55","$725.48M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo",
"KAI","Kadant Inc","42.15","$459.14M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kai",
"KALU","Kaiser Aluminum Corporation","80.91","$1.44B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu",
"KBIO","KaloBios Pharmaceuticals, Inc.","1.9","$7.84M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kbio",
"KMDA","Kamada Ltd.","4.05","$147.37M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda",
"KAMN","Kaman Corporation","37.63","$1.02B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/kamn",
"KNDI","Kandi Technologies Group, Inc.","8.63","$405.22M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KCLI","Kansas City Life Insurance Company","49.63","$527.77M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/kcli",
"KSU","Kansas City Southern","85.9","$9.37B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","26.59","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu^",
"KS","KapStone Paper and Packaging Corporation","20.19","$1.94B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ks",
"KAR","KAR Auction Services, Inc","38.06","$5.4B","2009","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kar",
"KPTI","Karyopharm Therapeutics Inc.","12.84","$458.53M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti",
"KATE","Kate Spade & Company","20.09","$2.57B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kate",
"KED","Kayne Anderson Energy Development Company","21.62","$227.92M","2006","n/a","n/a","http://www.nasdaq.com/symbol/ked",
"KYE","Kayne Anderson Energy Total Return Fund, Inc.","13.87","$500.37M","2005","n/a","n/a","http://www.nasdaq.com/symbol/kye",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","19.45","$430.65M","2010","n/a","n/a","http://www.nasdaq.com/symbol/kmf",
"KYN","Kayne Anderson MLP Investment Company","22.6","$2.47B","2004","n/a","n/a","http://www.nasdaq.com/symbol/kyn",
"KYN^E","Kayne Anderson MLP Investment Company","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kyn^e",
"KYN^F","Kayne Anderson MLP Investment Company","25.209","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kyn^f",
"KYN^G","Kayne Anderson MLP Investment Company","25.5899","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kyn^g",
"KB","KB Financial Group Inc","32.42","$12.53B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/kb",
"KBH","KB Home","13.83","$1.27B","1986","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","18.12","$2.62B","2006","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/kbr",
"KBSF","KBS Fashion Group Limited","3.52","$89.47M","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"KAP","KCAP Financial, Inc.","25.2834","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kap",
"KCAP","KCAP Financial, Inc.","5.03","$186.38M","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap",
"KCG","KCG Holdings, Inc.","12.49","$1.17B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/kcg",
"KRNY","Kearny Financial","12.01","$1.12B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"K","Kellogg Company","71.55","$25.3B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/k",
"KELYA","Kelly Services, Inc.","15.56","$589.02M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","13.7","$518.61M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb",
"KIQ","Kelso Technologies Inc","1.06","$48.78M","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/kiq",
"KEM","Kemet Corporation","2.59","$118.56M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/kem",
"KMPA","Kemper Corporation","27.38","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpa",
"KMPR","Kemper Corporation","36.5","$1.89B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpr",
"KMPH","KemPharm, Inc.","14.615","$207.95M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmph",
"KMT","Kennametal Inc.","27.51","$2.18B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","24.55","$2.77B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kw",
"KWN","Kennedy-Wilson Holdings Inc.","26.15","n/a","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn",
"KEN","Kenon Holdings Ltd.","13.09","$702.71M","2015","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ken",
"KFFB","Kentucky First Federal Bancorp","9.49","$80.09M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","4.12","$433.31M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"GMCR","Keurig Green Mountain, Inc.","53.24","$8.2B","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr",
"KEQU","Kewaunee Scientific Corporation","16.94","$45.37M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KEG","Key Energy Services, Inc.","0.521","$82.1M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/keg",
"KTEC","Key Technology, Inc.","11.45","$73.06M","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","7.96","$85.23M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KEY","KeyCorp","13.44","$11.3B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/key",
"KEY^G","KeyCorp","130.995","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/key^g",
"KEYS","Keysight Technologies Inc.","32.01","$5.42B","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/keys",
"KFRC","Kforce, Inc.","27.83","$813.69M","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KRC","Kilroy Realty Corporation","64.94","$5.99B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krc",
"KRC^G","Kilroy Realty Corporation","26.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^g",
"KRC^H","Kilroy Realty Corporation","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^h",
"KE","Kimball Electronics, Inc.","11.16","$325.56M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","10.7","$401.85M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KMB","Kimberly-Clark Corporation","121.34","$44.05B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","26.52","$10.96B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/kim",
"KIM^H","Kimco Realty Corporation","25.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^h",
"KIM^I","Kimco Realty Corporation","25.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^i",
"KIM^J","Kimco Realty Corporation","24.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^j",
"KIM^K","Kimco Realty Corporation","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^k",
"KMI","Kinder Morgan, Inc.","27.56","$60.41B","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmi",
"KMI.WS","Kinder Morgan, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmi.ws",
"KIN","Kindred Biosciences, Inc.","5.39","$106.68M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin",
"KND","Kindred Healthcare, Inc.","12.88","$1.08B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/knd",
"KING","King Digital Entertainment plc","14.74","$4.64B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/king",
"KGJI","Kingold Jewelry Inc.","0.52","$34.3M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","9.4499","$69.3M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KFS","Kingsway Financial Services, Inc.","4.42","$95.83M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kfs",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","3.752","$5.27M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KGC","Kinross Gold Corporation","2.27","$2.6B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kgc",
"KEX","Kirby Corporation","63.99","$3.51B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/kex",
"KIRK","Kirkland&#39;s, Inc.","23.37","$404.14M","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KITE","Kite Pharma, Inc.","69.67","$3.05B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite",
"KRG","Kite Realty Group Trust","26.29","$2.19B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krg",
"KRG^A","Kite Realty Group Trust","25.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krg^a",
"KKR","KKR & Co. L.P.","17.77","$21.06B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/kkr",
"KFH","KKR Financial Holdings LLC","27.19","n/a","2011","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfh",
"KFI","KKR Financial Holdings LLC","26.76","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfi",
"KFN^","KKR Financial Holdings LLC","26.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kfn^",
"KIO","KKR Income Opportunities Fund","14.8","$225.78M","2013","n/a","n/a","http://www.nasdaq.com/symbol/kio",
"KLAC","KLA-Tencor Corporation","65.29","$10.18B","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLDX","Klondex Mines Ltd.","2.41","$335.1M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kldx",
"KLXI","KLX Inc.","37.31","$1.97B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi",
"KMG","KMG Chemicals, Inc.","20.11","$235M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmg",
"KNX","Knight Transportation, Inc.","25.27","$2.06B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","23.48","$1.15B","2004","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","17.15","$236.8M","2013","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","20.87","$1.84B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/kn",
"KSS","Kohl&#39;s Corporation","45.33","$8.82B","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/kss",
"KONA","Kona Grill, Inc.","15.92","$179.53M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KZ","KongZhong Corporation","6.96","$327.48M","n/a","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/kz",
"PHG","Koninklijke Philips N.V.","26.07","$24.12B","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"KOPN","Kopin Corporation","2.96","$196.98M","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KOP","Koppers Holdings Inc.","18.98","$390.1M","2006","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","23.26","$29.86B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/kep",
"KEF","Korea Equity Fund, Inc.","7.79","$75.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kef",
"KF","Korea Fund, Inc. (The)","39.4","$310.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kf",
"KFY","Korn/Ferry International","34.83","$1.78B","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/kfy",
"KRNT","Kornit Digital Ltd.","12.43","$370M","2015","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/krnt",
"KOS","Kosmos Energy Ltd.","6.78","$2.63B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kos",
"KOSS","Koss Corporation","2.5871","$19.1M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KWEB","KraneShares CSI China Internet ETF","35.64","$121.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb",
"KRA","Kraton Performance Polymers, Inc","22.95","$719.48M","2009","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kra",
"KTOS","Kratos Defense & Security Solutions, Inc.","4.72","$278.5M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos",
"KKD","Krispy Kreme Doughnuts, Inc.","13.86","$871.97M","n/a","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/kkd",
"KR","Kroger Company (The)","37.55","$36.55B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","7.63","$884.17M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kro",
"KT","KT Corporation","13.96","$7.29B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/kt",
"KUTV","Ku6 Media Co., Ltd.","0.6785","$32.38M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv",
"KLIC","Kulicke and Soffa Industries, Inc.","10.51","$767.71M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","10.02","$161.23M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"KYO","Kyocera Corporation","49.71","$18.24B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/kyo",
"LB","L Brands, Inc.","95.92","$27.85B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/lb",
"FSTR","L.B. Foster Company","16","$166.48M","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
